idx,account,tx_deg,tx_S,tx_B,tx_S_ratio,bhv_S,bhv_B,bhv_S_ratio,shift
326362,157:9000000003707708,3,3,0,1.0,6,4,0.6,-0.4
326364,157:9000000003707870,2,2,0,1.0,10,0,1.0,0.0
326406,157:9000000003715578,58,2,56,0.034482758620689655,3,7,0.3,0.2655172413793103
326513,157:9000000003731442,58,16,42,0.27586206896551724,7,3,0.7,0.4241379310344827
326547,157:9000000003736923,1,1,0,1.0,6,4,0.6,-0.4
326654,157:9000000003751247,23,2,21,0.08695652173913043,6,4,0.6,0.5130434782608695
326671,157:9000000003754565,1,1,0,1.0,8,2,0.8,-0.19999999999999996
326727,157:9000000003763149,6,6,0,1.0,8,2,0.8,-0.19999999999999996
326728,157:9000000003763166,9,4,5,0.4444444444444444,6,4,0.6,0.15555555555555556
326961,157:9000000003803400,1,1,0,1.0,5,5,0.5,-0.5
327041,157:9000000003828077,33,14,19,0.42424242424242425,5,5,0.5,0.07575757575757575
327100,157:9000000003838862,1,1,0,1.0,6,4,0.6,-0.4
327211,157:9000000003860742,8,1,7,0.125,8,2,0.8,0.675
327266,157:9000000003868935,636,54,582,0.08490566037735849,8,2,0.8,0.7150943396226416
327327,157:9000000003879659,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
327492,157:9000000003908783,10,7,3,0.7,6,4,0.6,-0.09999999999999998
327514,157:9000000003911084,5,2,3,0.4,7,3,0.7,0.29999999999999993
327567,157:9000000003919223,194,31,163,0.15979381443298968,6,4,0.6,0.4402061855670103
327631,157:9000000003934881,10,3,7,0.3,8,2,0.8,0.5
327727,157:9000000003946693,1,1,0,1.0,6,4,0.6,-0.4
327781,157:9000000003961810,1,1,0,1.0,7,3,0.7,-0.30000000000000004
327806,157:9000000003994328,4,4,0,1.0,2,8,0.2,-0.8
327838,157:9000000004002205,69,24,45,0.34782608695652173,5,5,0.5,0.15217391304347827
327996,157:9000000004024849,6,3,3,0.5,3,7,0.3,-0.2
328000,157:9000000004024923,105,12,93,0.11428571428571428,4,6,0.4,0.28571428571428575
328001,157:9000000004026389,28,10,18,0.35714285714285715,6,4,0.6,0.24285714285714283
328025,157:9000000004029499,1,1,0,1.0,4,6,0.4,-0.6
328097,157:9000000004036973,1,1,0,1.0,3,7,0.3,-0.7
328114,157:9000000004039781,1,1,0,1.0,6,4,0.6,-0.4
328185,157:9000000004057173,3,3,0,1.0,5,5,0.5,-0.5
328231,157:9000000004069092,2,1,1,0.5,5,5,0.5,0.0
328260,157:9000000004075957,2,2,0,1.0,9,1,0.9,-0.09999999999999998
328403,157:9000000004101399,23,12,11,0.5217391304347826,5,5,0.5,-0.021739130434782594
328423,157:9000000004102481,15,7,8,0.4666666666666667,5,5,0.5,0.033333333333333326
328457,157:9000000004113552,1,1,0,1.0,9,1,0.9,-0.09999999999999998
328470,157:9000000004114821,38,10,28,0.2631578947368421,3,7,0.3,0.0368421052631579
328492,157:9000000004117445,4,2,2,0.5,2,8,0.2,-0.3
328526,157:9000000004124624,5,2,3,0.4,4,6,0.4,0.0
328618,157:9000000004144604,2,1,1,0.5,3,7,0.3,-0.2
328645,157:9000000004150123,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
328690,157:9000000004158663,1,1,0,1.0,7,3,0.7,-0.30000000000000004
328708,157:9000000004161545,1,1,0,1.0,7,3,0.7,-0.30000000000000004
328713,157:9000000004161872,2,1,1,0.5,4,6,0.4,-0.09999999999999998
328779,157:9000000004175200,56,10,46,0.17857142857142858,3,7,0.3,0.12142857142857141
328821,157:9000000004179688,88,18,70,0.20454545454545456,4,6,0.4,0.19545454545454546
328856,157:9000000004186278,81,24,57,0.2962962962962963,6,4,0.6,0.3037037037037037
329053,157:9000000004200224,2,1,1,0.5,7,3,0.7,0.19999999999999996
329107,157:9000000004205057,3,3,0,1.0,8,2,0.8,-0.19999999999999996
329114,157:9000000004205881,1,1,0,1.0,6,4,0.6,-0.4
329141,157:9000000004210515,83,10,73,0.12048192771084337,5,5,0.5,0.3795180722891566
329152,157:9000000004215413,251,50,201,0.199203187250996,7,3,0.7,0.5007968127490039
329232,157:9000000004243834,7,3,4,0.42857142857142855,2,8,0.2,-0.22857142857142854
329233,157:9000000004243836,26,2,24,0.07692307692307693,4,6,0.4,0.3230769230769231
329241,157:9000000004243993,6,1,5,0.16666666666666666,5,5,0.5,0.33333333333333337
329256,157:9000000004244123,1,1,0,1.0,5,5,0.5,-0.5
329326,157:9000000004244956,2,1,1,0.5,5,5,0.5,0.0
329344,157:9000000004245114,1,1,0,1.0,5,5,0.5,-0.5
329360,157:9000000004245268,18,6,12,0.3333333333333333,7,3,0.7,0.36666666666666664
329361,157:9000000004245272,46,15,31,0.32608695652173914,8,2,0.8,0.4739130434782609
329362,157:9000000004245273,79,16,63,0.20253164556962025,9,1,0.9,0.6974683544303798
329415,157:9000000004245627,2,1,1,0.5,5,5,0.5,0.0
329450,157:9000000004245910,83,14,69,0.1686746987951807,8,2,0.8,0.6313253012048193
329487,157:9000000004246226,2,1,1,0.5,5,5,0.5,0.0
329488,157:9000000004246237,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
329491,157:9000000004246264,1,1,0,1.0,5,5,0.5,-0.5
329524,157:9000000004246577,1,1,0,1.0,6,4,0.6,-0.4
329539,157:9000000004246689,15,6,9,0.4,5,5,0.5,0.09999999999999998
329616,157:9000000004247473,2,1,1,0.5,5,5,0.5,0.0
329685,157:9000000004248083,4,1,3,0.25,4,6,0.4,0.15000000000000002
329778,157:9000000004248909,1,1,0,1.0,7,3,0.7,-0.30000000000000004
329840,157:9000000004249542,296,21,275,0.07094594594594594,8,2,0.8,0.7290540540540541
329863,157:9000000004249712,4,1,3,0.25,6,4,0.6,0.35
329864,157:9000000004249719,4,1,3,0.25,3,7,0.3,0.04999999999999999
329866,157:9000000004249724,9,1,8,0.1111111111111111,9,1,0.9,0.788888888888889
329869,157:9000000004249738,1,1,0,1.0,7,3,0.7,-0.30000000000000004
329880,157:9000000004249854,89,13,76,0.14606741573033707,5,5,0.5,0.3539325842696629
329887,157:9000000004249883,9,1,8,0.1111111111111111,4,6,0.4,0.2888888888888889
329922,157:9000000004250340,43,5,38,0.11627906976744186,3,7,0.3,0.18372093023255814
329965,157:9000000004250774,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
329986,157:9000000004251030,66,19,47,0.2878787878787879,7,3,0.7,0.41212121212121205
330060,157:9000000004251648,28,9,19,0.32142857142857145,10,0,1.0,0.6785714285714286
330068,157:9000000004251720,4,1,3,0.25,3,7,0.3,0.04999999999999999
330072,157:9000000004251760,2,1,1,0.5,4,6,0.4,-0.09999999999999998
330094,157:9000000004252004,13,3,10,0.23076923076923078,6,4,0.6,0.3692307692307692
330158,157:9000000004252567,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
330162,157:9000000004252641,18,3,15,0.16666666666666666,5,5,0.5,0.33333333333333337
330190,157:9000000004252938,31,4,27,0.12903225806451613,4,6,0.4,0.2709677419354839
330191,157:9000000004252945,11,1,10,0.09090909090909091,4,6,0.4,0.3090909090909091
330222,157:9000000004253256,37,8,29,0.21621621621621623,8,2,0.8,0.5837837837837838
330226,157:9000000004253291,2,1,1,0.5,4,6,0.4,-0.09999999999999998
330248,157:9000000004253536,7,3,4,0.42857142857142855,4,6,0.4,-0.028571428571428525
330314,157:9000000004254183,2,2,0,1.0,7,3,0.7,-0.30000000000000004
330333,157:9000000004254454,18,1,17,0.05555555555555555,4,6,0.4,0.34444444444444444
330341,157:9000000004254539,26,7,19,0.2692307692307692,6,4,0.6,0.33076923076923076
330364,157:9000000004254822,14,2,12,0.14285714285714285,9,1,0.9,0.7571428571428571
330367,157:9000000004254843,189,29,160,0.15343915343915343,8,2,0.8,0.6465608465608466
330439,157:9000000004255438,359,30,329,0.08356545961002786,6,4,0.6,0.5164345403899722
330442,157:9000000004255474,5,2,3,0.4,6,4,0.6,0.19999999999999996
330476,157:9000000004255984,18,6,12,0.3333333333333333,9,1,0.9,0.5666666666666667
330493,157:9000000004256144,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
330727,157:9000000004258382,204,24,180,0.11764705882352941,10,0,1.0,0.8823529411764706
330763,157:9000000004258697,127,10,117,0.07874015748031496,5,5,0.5,0.42125984251968507
330803,157:9000000004259054,1,1,0,1.0,7,3,0.7,-0.30000000000000004
330804,157:9000000004259058,1,1,0,1.0,9,1,0.9,-0.09999999999999998
330872,157:9000000004259752,7,3,4,0.42857142857142855,9,1,0.9,0.4714285714285715
330876,157:9000000004259792,489,14,475,0.028629856850715747,5,5,0.5,0.47137014314928427
330894,157:9000000004259898,84,2,82,0.023809523809523808,5,5,0.5,0.47619047619047616
330925,157:9000000004260189,4,2,2,0.5,5,5,0.5,0.0
330948,157:9000000004260365,11,2,9,0.18181818181818182,2,8,0.2,0.018181818181818188
331045,157:9000000004261146,60,3,57,0.05,6,4,0.6,0.5499999999999999
331047,157:9000000004261178,1,1,0,1.0,5,5,0.5,-0.5
331049,157:9000000004261240,4,1,3,0.25,4,6,0.4,0.15000000000000002
331087,157:9000000004261570,109,5,104,0.045871559633027525,4,6,0.4,0.3541284403669725
331234,157:9000000004262978,15,3,12,0.2,3,7,0.3,0.09999999999999998
331463,157:9000000004264854,58,4,54,0.06896551724137931,3,7,0.3,0.23103448275862068
331808,157:9000000004268224,13,4,9,0.3076923076923077,6,4,0.6,0.29230769230769227
331876,157:9000000004268864,4,1,3,0.25,3,7,0.3,0.04999999999999999
332421,157:9000000004274050,5,1,4,0.2,3,7,0.3,0.09999999999999998
332660,157:9000000004276441,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
332748,157:9000000004277186,118,14,104,0.11864406779661017,9,1,0.9,0.7813559322033898
332823,157:9000000004277861,4,1,3,0.25,5,5,0.5,0.25
332832,157:9000000004277963,111,24,87,0.21621621621621623,6,4,0.6,0.38378378378378375
333147,157:9000000004281162,46,7,39,0.15217391304347827,5,5,0.5,0.34782608695652173
333176,157:9000000004281387,4,1,3,0.25,4,6,0.4,0.15000000000000002
333219,157:9000000004281717,3,2,1,0.6666666666666666,3,7,0.3,-0.36666666666666664
333378,157:9000000004283194,15,2,13,0.13333333333333333,6,4,0.6,0.4666666666666667
333459,157:9000000004283962,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
333570,157:9000000004285056,2,1,1,0.5,8,2,0.8,0.30000000000000004
333594,157:9000000004285255,5,1,4,0.2,2,8,0.2,0.0
333714,157:9000000004286268,147,29,118,0.19727891156462585,9,1,0.9,0.7027210884353742
333716,157:9000000004286305,27,8,19,0.2962962962962963,4,6,0.4,0.10370370370370374
333740,157:9000000004286517,39,9,30,0.23076923076923078,5,5,0.5,0.2692307692307692
333775,157:9000000004286778,187,40,147,0.21390374331550802,10,0,1.0,0.786096256684492
333800,157:9000000004286961,65,21,44,0.3230769230769231,7,3,0.7,0.37692307692307686
333818,157:9000000004287129,27,6,21,0.2222222222222222,6,4,0.6,0.37777777777777777
333827,157:9000000004287195,41,9,32,0.21951219512195122,8,2,0.8,0.5804878048780489
333928,157:9000000004288229,24,1,23,0.041666666666666664,4,6,0.4,0.35833333333333334
333938,157:9000000004288269,8,2,6,0.25,2,8,0.2,-0.04999999999999999
333978,157:9000000004288734,26,5,21,0.19230769230769232,3,7,0.3,0.10769230769230767
334000,157:9000000004288965,3,2,1,0.6666666666666666,8,2,0.8,0.13333333333333341
334006,157:9000000004289025,9,1,8,0.1111111111111111,1,9,0.1,-0.0111111111111111
334056,157:9000000004289476,465,33,432,0.07096774193548387,8,2,0.8,0.7290322580645162
334066,157:9000000004289560,70,16,54,0.22857142857142856,6,4,0.6,0.37142857142857144
334067,157:9000000004289561,116,9,107,0.07758620689655173,6,4,0.6,0.5224137931034483
334085,157:9000000004289703,144,20,124,0.1388888888888889,7,3,0.7,0.5611111111111111
334108,157:9000000004289903,3,1,2,0.3333333333333333,2,8,0.2,-0.1333333333333333
334115,157:9000000004289944,57,17,40,0.2982456140350877,8,2,0.8,0.5017543859649123
334128,157:9000000004290045,4,3,1,0.75,6,4,0.6,-0.15000000000000002
334216,157:9000000004290882,4,2,2,0.5,7,3,0.7,0.19999999999999996
334409,157:9000000004292653,116,35,81,0.3017241379310345,5,5,0.5,0.19827586206896552
334512,157:9000000004293874,121,6,115,0.049586776859504134,7,3,0.7,0.6504132231404958
334549,157:9000000004294166,119,12,107,0.10084033613445378,5,5,0.5,0.39915966386554624
334638,157:9000000004294868,89,10,79,0.11235955056179775,4,6,0.4,0.2876404494382023
334715,157:9000000004295521,17,3,14,0.17647058823529413,5,5,0.5,0.32352941176470584
334782,157:9000000004295978,27,1,26,0.037037037037037035,8,2,0.8,0.7629629629629631
334790,157:9000000004296035,16,1,15,0.0625,4,6,0.4,0.3375
334856,157:9000000004296629,8,1,7,0.125,3,7,0.3,0.175
334857,157:9000000004296630,26,12,14,0.46153846153846156,9,1,0.9,0.43846153846153846
334861,157:9000000004296677,11,1,10,0.09090909090909091,6,4,0.6,0.509090909090909
334895,157:9000000004296990,16,7,9,0.4375,3,7,0.3,-0.1375
335019,157:9000000004298022,8,1,7,0.125,3,7,0.3,0.175
335039,157:9000000004298196,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
335116,157:9000000004298979,32,5,27,0.15625,5,5,0.5,0.34375
335265,157:9000000004300173,2,1,1,0.5,4,6,0.4,-0.09999999999999998
335267,157:9000000004300176,1,1,0,1.0,7,3,0.7,-0.30000000000000004
335268,157:9000000004300182,4,2,2,0.5,5,5,0.5,0.0
335269,157:9000000004300190,1,1,0,1.0,7,3,0.7,-0.30000000000000004
335270,157:9000000004300194,6,1,5,0.16666666666666666,7,3,0.7,0.5333333333333333
335473,157:9000000004301959,4,1,3,0.25,7,3,0.7,0.44999999999999996
335593,157:9000000004302999,26,4,22,0.15384615384615385,6,4,0.6,0.4461538461538461
335594,157:9000000004303003,1,1,0,1.0,7,3,0.7,-0.30000000000000004
335599,157:9000000004303030,1,1,0,1.0,7,3,0.7,-0.30000000000000004
335601,157:9000000004303038,1,1,0,1.0,7,3,0.7,-0.30000000000000004
335602,157:9000000004303040,14,6,8,0.42857142857142855,9,1,0.9,0.4714285714285715
335603,157:9000000004303047,5,1,4,0.2,5,5,0.5,0.3
335654,157:9000000004303471,5,5,0,1.0,9,1,0.9,-0.09999999999999998
335710,157:9000000004303962,4,2,2,0.5,4,6,0.4,-0.09999999999999998
335811,157:9000000004304828,12,4,8,0.3333333333333333,5,5,0.5,0.16666666666666669
335817,157:9000000004304876,9,4,5,0.4444444444444444,5,5,0.5,0.05555555555555558
336102,157:9000000004307396,8,1,7,0.125,3,7,0.3,0.175
336132,157:9000000004307665,1,1,0,1.0,7,3,0.7,-0.30000000000000004
336133,157:9000000004307669,2,1,1,0.5,5,5,0.5,0.0
336140,157:9000000004307752,1,1,0,1.0,8,2,0.8,-0.19999999999999996
336209,157:9000000004308472,7,3,4,0.42857142857142855,6,4,0.6,0.17142857142857143
336237,157:9000000004308708,12,4,8,0.3333333333333333,8,2,0.8,0.46666666666666673
336298,157:9000000004309127,4,2,2,0.5,3,7,0.3,-0.2
336345,157:9000000004309563,2,1,1,0.5,3,7,0.3,-0.2
336351,157:9000000004309602,11,1,10,0.09090909090909091,6,4,0.6,0.509090909090909
336371,157:9000000004309754,1,1,0,1.0,6,4,0.6,-0.4
336505,157:9000000004310780,68,4,64,0.058823529411764705,2,8,0.2,0.1411764705882353
336622,157:9000000004311922,1,1,0,1.0,6,4,0.6,-0.4
336623,157:9000000004311926,2,1,1,0.5,4,6,0.4,-0.09999999999999998
336639,157:9000000004312056,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
336644,157:9000000004312129,4,2,2,0.5,7,3,0.7,0.19999999999999996
336656,157:9000000004312275,8,3,5,0.375,2,8,0.2,-0.175
336782,157:9000000004313306,3,2,1,0.6666666666666666,4,6,0.4,-0.2666666666666666
336797,157:9000000004313386,2,1,1,0.5,5,5,0.5,0.0
336814,157:9000000004313502,5,2,3,0.4,8,2,0.8,0.4
337104,157:9000000004316264,4,3,1,0.75,5,5,0.5,-0.25
337105,157:9000000004316270,1,1,0,1.0,6,4,0.6,-0.4
337108,157:9000000004316306,2,1,1,0.5,5,5,0.5,0.0
337109,157:9000000004316309,1,1,0,1.0,8,2,0.8,-0.19999999999999996
337125,157:9000000004316391,3,2,1,0.6666666666666666,1,9,0.1,-0.5666666666666667
337126,157:9000000004316395,1,1,0,1.0,9,1,0.9,-0.09999999999999998
337299,157:9000000004318062,1,1,0,1.0,4,6,0.4,-0.6
337367,157:9000000004318664,1,1,0,1.0,7,3,0.7,-0.30000000000000004
337409,157:9000000004318976,1,1,0,1.0,3,7,0.3,-0.7
337576,157:9000000004320538,1,1,0,1.0,6,4,0.6,-0.4
337724,157:9000000004322130,4,1,3,0.25,3,7,0.3,0.04999999999999999
337740,157:9000000004322235,115,12,103,0.10434782608695652,8,2,0.8,0.6956521739130436
337794,157:9000000004322776,207,10,197,0.04830917874396135,6,4,0.6,0.5516908212560386
337824,157:9000000004323083,3,2,1,0.6666666666666666,9,1,0.9,0.2333333333333334
337885,157:9000000004323619,9,2,7,0.2222222222222222,7,3,0.7,0.47777777777777775
337997,157:9000000004324557,25,2,23,0.08,3,7,0.3,0.21999999999999997
338018,157:9000000004324719,10,2,8,0.2,6,4,0.6,0.39999999999999997
338123,157:9000000004325720,13,3,10,0.23076923076923078,4,6,0.4,0.16923076923076924
338177,157:9000000004326306,5,1,4,0.2,3,7,0.3,0.09999999999999998
338239,157:9000000004326797,38,10,28,0.2631578947368421,6,4,0.6,0.3368421052631579
338271,157:9000000004327108,4,1,3,0.25,5,5,0.5,0.25
338315,157:9000000004327570,2,1,1,0.5,3,7,0.3,-0.2
338417,157:9000000004328429,6,2,4,0.3333333333333333,5,5,0.5,0.16666666666666669
338576,157:9000000004330123,9,2,7,0.2222222222222222,2,8,0.2,-0.0222222222222222
338577,157:9000000004330127,1,1,0,1.0,7,3,0.7,-0.30000000000000004
338748,157:9000000004331785,5,1,4,0.2,4,6,0.4,0.2
338870,157:9000000004332821,42,5,37,0.11904761904761904,6,4,0.6,0.4809523809523809
338883,157:9000000004333002,5,2,3,0.4,6,4,0.6,0.19999999999999996
339093,157:9000000004334749,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
339169,157:9000000004335599,35,4,31,0.11428571428571428,5,5,0.5,0.38571428571428573
339207,157:9000000004335930,2,1,1,0.5,6,4,0.6,0.09999999999999998
339510,157:9000000004338706,2,1,1,0.5,5,5,0.5,0.0
339596,157:9000000004339544,234,11,223,0.04700854700854701,8,2,0.8,0.752991452991453
339642,157:9000000004340057,1,1,0,1.0,7,3,0.7,-0.30000000000000004
339983,157:9000000004343308,5,1,4,0.2,4,6,0.4,0.2
340071,157:9000000004344069,3,2,1,0.6666666666666666,4,6,0.4,-0.2666666666666666
340327,157:9000000004346429,7,1,6,0.14285714285714285,4,6,0.4,0.2571428571428572
340353,157:9000000004346619,32,7,25,0.21875,4,6,0.4,0.18125000000000002
340450,157:9000000004347491,2,1,1,0.5,6,4,0.6,0.09999999999999998
340645,157:9000000004349231,1,1,0,1.0,5,5,0.5,-0.5
340883,157:9000000004351173,3,3,0,1.0,7,3,0.7,-0.30000000000000004
340906,157:9000000004351412,1,1,0,1.0,7,3,0.7,-0.30000000000000004
340908,157:9000000004351426,1,1,0,1.0,6,4,0.6,-0.4
340962,157:9000000004351913,1,1,0,1.0,6,4,0.6,-0.4
340963,157:9000000004351914,2,2,0,1.0,6,4,0.6,-0.4
340964,157:9000000004351922,2,1,1,0.5,4,6,0.4,-0.09999999999999998
340993,157:9000000004352339,1,1,0,1.0,7,3,0.7,-0.30000000000000004
341037,157:9000000004352744,1,1,0,1.0,4,6,0.4,-0.6
341038,157:9000000004352749,1,1,0,1.0,5,5,0.5,-0.5
341268,157:9000000004354993,1,1,0,1.0,8,2,0.8,-0.19999999999999996
341269,157:9000000004354999,1,1,0,1.0,6,4,0.6,-0.4
341388,157:9000000004356224,4,1,3,0.25,4,6,0.4,0.15000000000000002
341390,157:9000000004356234,1,1,0,1.0,2,8,0.2,-0.8
341536,157:9000000004357657,2,1,1,0.5,5,5,0.5,0.0
341543,157:9000000004357757,1,1,0,1.0,4,6,0.4,-0.6
341653,157:9000000004358742,2,1,1,0.5,3,7,0.3,-0.2
341723,157:9000000004359400,2,2,0,1.0,4,6,0.4,-0.6
341799,157:9000000004360076,1,1,0,1.0,4,6,0.4,-0.6
341882,157:9000000004360884,1,1,0,1.0,5,5,0.5,-0.5
341883,157:9000000004360886,2,1,1,0.5,5,5,0.5,0.0
341960,157:9000000004361621,6,1,5,0.16666666666666666,2,8,0.2,0.033333333333333354
342204,157:9000000004363932,1,1,0,1.0,7,3,0.7,-0.30000000000000004
342286,157:9000000004364684,1,1,0,1.0,8,2,0.8,-0.19999999999999996
342455,157:9000000004366326,1,1,0,1.0,6,4,0.6,-0.4
342474,157:9000000004366563,1,1,0,1.0,3,7,0.3,-0.7
342476,157:9000000004366575,1,1,0,1.0,5,5,0.5,-0.5
342477,157:9000000004366581,1,1,0,1.0,7,3,0.7,-0.30000000000000004
342489,157:9000000004366671,2,1,1,0.5,3,7,0.3,-0.2
342551,157:9000000004367312,4,1,3,0.25,5,5,0.5,0.25
342552,157:9000000004367314,1,1,0,1.0,6,4,0.6,-0.4
342554,157:9000000004367324,1,1,0,1.0,7,3,0.7,-0.30000000000000004
342686,157:9000000004368421,4,1,3,0.25,6,4,0.6,0.35
343045,157:9000000004371730,259,17,242,0.06563706563706563,4,6,0.4,0.3343629343629344
343047,157:9000000004371732,278,22,256,0.07913669064748201,9,1,0.9,0.8208633093525181
343059,157:9000000004371841,8,4,4,0.5,5,5,0.5,0.0
343077,157:9000000004372016,14,4,10,0.2857142857142857,5,5,0.5,0.2142857142857143
343160,157:9000000004372631,2,1,1,0.5,7,3,0.7,0.19999999999999996
343253,157:9000000004373260,5,1,4,0.2,4,6,0.4,0.2
343346,157:9000000004374089,8,3,5,0.375,6,4,0.6,0.22499999999999998
343525,157:9000000004375676,4,2,2,0.5,7,3,0.7,0.19999999999999996
343559,157:9000000004375996,9,3,6,0.3333333333333333,7,3,0.7,0.36666666666666664
343595,157:9000000004376319,6,2,4,0.3333333333333333,7,3,0.7,0.36666666666666664
343671,157:9000000004376966,6,4,2,0.6666666666666666,4,6,0.4,-0.2666666666666666
343680,157:9000000004377042,1,1,0,1.0,6,4,0.6,-0.4
343681,157:9000000004377044,4,2,2,0.5,5,5,0.5,0.0
343684,157:9000000004377060,2,1,1,0.5,5,5,0.5,0.0
343685,157:9000000004377062,2,1,1,0.5,6,4,0.6,0.09999999999999998
343688,157:9000000004377069,1,1,0,1.0,4,6,0.4,-0.6
343694,157:9000000004377093,1,1,0,1.0,10,0,1.0,0.0
343699,157:9000000004377114,1,1,0,1.0,5,5,0.5,-0.5
343700,157:9000000004377120,3,1,2,0.3333333333333333,5,5,0.5,0.16666666666666669
343719,157:9000000004377209,3,1,2,0.3333333333333333,2,8,0.2,-0.1333333333333333
343847,157:9000000004378065,322,27,295,0.08385093167701864,10,0,1.0,0.9161490683229814
343861,157:9000000004378196,715,42,673,0.05874125874125874,8,2,0.8,0.7412587412587412
343869,157:9000000004378236,379,24,355,0.0633245382585752,2,8,0.2,0.1366754617414248
343884,157:9000000004378403,170,14,156,0.08235294117647059,6,4,0.6,0.5176470588235293
343907,157:9000000004378620,13,3,10,0.23076923076923078,4,6,0.4,0.16923076923076924
343939,157:9000000004378865,77,8,69,0.1038961038961039,6,4,0.6,0.49610389610389605
343940,157:9000000004378869,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
343983,157:9000000004379406,1,1,0,1.0,7,3,0.7,-0.30000000000000004
343985,157:9000000004379410,1,1,0,1.0,5,5,0.5,-0.5
343986,157:9000000004379414,1,1,0,1.0,5,5,0.5,-0.5
343987,157:9000000004379419,3,3,0,1.0,7,3,0.7,-0.30000000000000004
343988,157:9000000004379421,1,1,0,1.0,7,3,0.7,-0.30000000000000004
343989,157:9000000004379427,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344002,157:9000000004379534,4,1,3,0.25,1,9,0.1,-0.15
344027,157:9000000004379773,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344075,157:9000000004380229,9,1,8,0.1111111111111111,2,8,0.2,0.0888888888888889
344081,157:9000000004380276,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344082,157:9000000004380278,8,2,6,0.25,3,7,0.3,0.04999999999999999
344121,157:9000000004380690,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344122,157:9000000004380692,1,1,0,1.0,6,4,0.6,-0.4
344143,157:9000000004380904,1,1,0,1.0,8,2,0.8,-0.19999999999999996
344162,157:9000000004381130,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
344179,157:9000000004381252,1,1,0,1.0,6,4,0.6,-0.4
344198,157:9000000004381384,13,4,9,0.3076923076923077,7,3,0.7,0.39230769230769225
344209,157:9000000004381485,1,1,0,1.0,8,2,0.8,-0.19999999999999996
344264,157:9000000004382102,4,2,2,0.5,5,5,0.5,0.0
344272,157:9000000004382162,1,1,0,1.0,8,2,0.8,-0.19999999999999996
344276,157:9000000004382196,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344279,157:9000000004382216,1,1,0,1.0,6,4,0.6,-0.4
344318,157:9000000004382643,2,1,1,0.5,5,5,0.5,0.0
344350,157:9000000004382911,1,1,0,1.0,6,4,0.6,-0.4
344375,157:9000000004383160,1,1,0,1.0,6,4,0.6,-0.4
344376,157:9000000004383161,2,1,1,0.5,1,9,0.1,-0.4
344380,157:9000000004383227,1,1,0,1.0,9,1,0.9,-0.09999999999999998
344390,157:9000000004383296,5,1,4,0.2,7,3,0.7,0.49999999999999994
344436,157:9000000004383629,2,2,0,1.0,6,4,0.6,-0.4
344439,157:9000000004383691,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344442,157:9000000004383710,1,1,0,1.0,8,2,0.8,-0.19999999999999996
344476,157:9000000004383953,1,1,0,1.0,9,1,0.9,-0.09999999999999998
344477,157:9000000004383955,1,1,0,1.0,9,1,0.9,-0.09999999999999998
344563,157:9000000004384735,1,1,0,1.0,5,5,0.5,-0.5
344564,157:9000000004384737,1,1,0,1.0,5,5,0.5,-0.5
344577,157:9000000004384918,1,1,0,1.0,6,4,0.6,-0.4
344581,157:9000000004384951,1,1,0,1.0,6,4,0.6,-0.4
344638,157:9000000004385623,1,1,0,1.0,8,2,0.8,-0.19999999999999996
344650,157:9000000004385790,1,1,0,1.0,7,3,0.7,-0.30000000000000004
344813,157:9000000004387200,407,35,372,0.085995085995086,9,1,0.9,0.814004914004914
344818,157:9000000004387252,61,10,51,0.16393442622950818,6,4,0.6,0.4360655737704918
344849,157:9000000004387608,23,2,21,0.08695652173913043,3,7,0.3,0.21304347826086956
344957,157:9000000004388915,191,9,182,0.04712041884816754,9,1,0.9,0.8528795811518325
345026,157:9000000004389865,5,1,4,0.2,5,5,0.5,0.3
345047,157:9000000004390070,10,3,7,0.3,6,4,0.6,0.3
345063,157:9000000004390306,2,1,1,0.5,5,5,0.5,0.0
345076,157:9000000004390456,4,1,3,0.25,5,5,0.5,0.25
345158,157:9000000004391604,2,2,0,1.0,10,0,1.0,0.0
345222,157:9000000004392352,1,1,0,1.0,4,6,0.4,-0.6
345227,157:9000000004392430,2,2,0,1.0,4,6,0.4,-0.6
345234,157:9000000004392519,1,1,0,1.0,9,1,0.9,-0.09999999999999998
345236,157:9000000004392538,1,1,0,1.0,6,4,0.6,-0.4
345261,157:9000000004392790,1,1,0,1.0,6,4,0.6,-0.4
